COLLEGE,"CONTROL NUMBER",TITLE,"TOP CODE","CIP CODE",GOAL,AWARD,"SUB AWARD","APPROVED DATE","CERT UNITS","MAJOR UNITS",STATUS
MENDOCINO,43585,"Communication Skills ESL Preparation","4930.86 English as a Second Language - Listening and Speaking","32.0109 Second Language Learning.","O - Local","Noncredit program",,2023-11-01,,,Active
"NAPA VALLEY",43716,"Geographic Information Systems","2206.10* Geographic Information Systems","45.0702 Geographic Information Science and Cartography.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2024-01-08,12.00-12.00/12.00-12.00,,Active
CERRITOS,44401,"Entertainment Technology","1006.00* Technical Theater","50.0502 Technical Theatre/Theatre Design and Technology","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2024-07-23,35.00-35.00/35.00-35.00,,Active
CERRITOS,44402,"Music: Commercial Music Performance","1005.00* Commercial Music","50.0903 Music Performance, General.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,36.00-36.00/36.00-36.00,,Active
"SAN JOSE CITY",43633,"Communication Studies 2.0","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","T - Transfer","A.A- T Degree","ADT Degree",2023-11-30,,18.00-18.00/18.00-18.00,Active
"VICTOR VALLEY",43596,"Community Health Worker","1261.00* Community Health Care Worker","51.2208 Community Health and Preventive Medicine.","C - CTE","Noncredit program",,,,,Active
"VICTOR VALLEY",44214,"ESL Level 4 High Intermediate English Skills","4930.86 English as a Second Language - Listening and Speaking","32.0108 Developmental/Remedial English.","O - Local","Noncredit program",,2024-05-28,,,Active
"VICTOR VALLEY",43590,"Hairstylist Academy","3007.00* Cosmetology and Barbering","12.0402 Barbering/Barber.","C - CTE","Noncredit program",,2023-11-06,,,Active
"LOS MEDANOS",43584,"Forklift Operations and OSHA-10 Safety For General Industry","0956.70* Industrial and Occupational Safety and Health","15.0703 Industrial Safety Technology/Technician.","C - CTE","Noncredit program",,2023-11-01,,,Inactive
SADDLEBACK,43591,"Adult Education ESL Digital Literacy","4930.87 English as a Second Language - Integrated","32.0108 Developmental/Remedial English.","O - Local","Noncredit program",,2023-11-06,,,Active
SADDLEBACK,43697,"Autonomous and Advanced Vehicle Systems","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-01-02,18.00-18.00/18.00-18.00,,Active
LASSEN,43571,"Student Success Preparation","4901.00 Liberal Arts and Sciences, General","24.0101 Liberal Arts and Sciences/Liberal Studies.","O - Local","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,18.00-18.00/18.00-18.00,,Approved
"FRESNO CITY",43657,"Music Teaching Program","1005.00* Commercial Music","50.0903 Music Performance, General.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-11,14.00-14.00/14.00-14.00,,Active
"MT. SAN ANTONIO",43617,"Child Development - Classroom Curriculum","1305.00* Child Development/Early Care and Education","13.1210 Early Childhood Education and Teaching.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-11-20,12.00-12.00/12.00-12.00,,Active
"MT. SAN ANTONIO",43684,"Music Studies Level II - Music Education","1004.00 Music","50.0901 Music, General.","O - Local","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,30.00-30.00/35.00-35.00,,Approved
"MT. SAN ANTONIO",43572,"Music Studies Level II - Jazz","1004.00 Music","50.0901 Music, General.","O - Local","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,31.50-31.50/34.50-34.50,,Approved
"MT. SAN ANTONIO",43623,"Real Estate Sales","0511.00* Real Estate","52.1501 Real Estate.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-11-21,9.00-9.00/9.50-9.50,,Active
BAKERSFIELD,43639,"Data Analyst Apprenticeship","0702.00* Computer Information Systems","30.7101 Data Analytics, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,20.00-20.00/20.00-20.00,,Active
BAKERSFIELD,43643,"Help Desk Support Technician Apprenticeship","0701.00* Information Technology, General","11.0103 Information Technology.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,21.00-21.00/21.00-21.00,,Active
"SANTA ANA",43592,"Certified Global Business Professional (CGBP) Exam Preparation & Practice","0508.00* International Business and Trade","52.1101 International Business/Trade/Commerce.","C - CTE","Noncredit program",,2023-11-06,,,Active
"SANTA ANA",43593,"Introduction to Automotive Technology Systems & Engines","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Noncredit program",,2023-11-06,,,Active
"SANTA ANA",43597,"Introduction to Automotive Technology Systems, Engines, & Transmissions","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Noncredit program",,2023-11-07,,,Active
TAFT,44656,"Computer Science","0706.00 Computer Science (Transfer)","11.0701 Computer Science.","T - Transfer","A.S. T Degree","ADT Degree",2024-12-18,,31.00-31.00/32.00-32.00,Active
BARSTOW,43598,Cosmetology,"3007.00* Cosmetology and Barbering","12.0401 Cosmetology/Cosmetologist, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-11-07,29.50-29.50/29.50-29.50,,Inactive
REEDLEY,43594,"Leadership Development","4930.72 Leadership Skills Development","32.0105 Job-Seeking/Changing Skills.","O - Local","Noncredit program",,2023-11-06,,,Active
REEDLEY,43595,"Student Success","4930.13 Academic Guidance","32.0105 Job-Seeking/Changing Skills.","O - Local","Noncredit program",,2023-11-06,,,Active
"SAN BERNARDINO",43661,"Social Work and Human Services Assistant","2104.00* Human Services","44.0000 Public Administration And Social Service Professions.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-12,16.00-16.00/19.00-19.00,,Active
"RIO HONDO",43658,"Architecture: Basic Knowledge","0201.00* Architecture and Architectural Technology","04.0200 Pre-Architecture Studies.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-11,8.00-8.00/8.00-8.00,,Active
SADDLEBACK,43732,"Acute Care Nursing Assistant","1230.30* Certified Nurse Assistant","51.3902 Nursing Assistant/Aide and Patient Care Assistant/Aide.","C - CTE","Noncredit program",,2024-01-12,,,Active
SADDLEBACK,44674,"Administration of Justice","2105.00* Administration of Justice","43.0100 Criminal Justice and Corrections, General.","T - Transfer","A.S. T Degree","ADT Degree",2025-01-07,,18.00-18.00/18.00-18.00,Active
SADDLEBACK,43737,"Law, Public Policy, and Society","1401.00 Law, General","22.0000 Legal Studies.","T - Transfer","A.A- T Degree","ADT Degree",,,31.00-31.00/31.00-31.00,Active
MODESTO,43668,"Computer Support Specialist (Level 2)","0708.00* Computer Infrastructure and Support","11.1006 Computer Support Specialist.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-13,16.00-16.00/16.00-16.00,,Inactive
MODESTO,43664,"Electric Vehicle","0948.40* Alternative Fuels and Advanced Transportation Technology","47.0614 Alternative Fuel Vehicle Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-12,18.50-18.50/18.50-18.50,,Active
MODESTO,43669,"Drone Technician","0799.00* Other Information Technology","11.0999 Computer Systems Networking and Telecommunications, Other.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-14,12.00-12.00/12.00-12.00,,Inactive
"ALLAN HANCOCK",43885,"Applied Professional Studies","0599.00* Other Business and Management","52.0299 Business Administration, Management and Operations, Other.","C - CTE","A.S. Degree",,2024-03-11,,24.00-24.00/24.00-24.00,Active
"L.A. HARBOR",43701,"Introduction to Sustainable Small Business Development","0506.40* Small Business and Entrepreneurship","52.0703 Small Business Administration/Management.","C - CTE","Noncredit program",,2024-01-03,,,Active
"L.A. HARBOR",43702,"Fundamentals of Developing a Sustainable Small Business Enterprise","0506.40* Small Business and Entrepreneurship","52.0703 Small Business Administration/Management.","C - CTE","Noncredit program",,2024-01-03,,,Active
"L.A. HARBOR",43703,"Strategies for Marketing a Sustainable Small Business Enterprise","0506.40* Small Business and Entrepreneurship","52.0703 Small Business Administration/Management.","C - CTE","Noncredit program",,2024-01-03,,,Active
"L.A. HARBOR",43704,"Sustainable Small Business Development","0506.40* Small Business and Entrepreneurship","52.0703 Small Business Administration/Management.","C - CTE","Noncredit program",,2024-01-03,,,Active
"MT. SAN ANTONIO",43630,"Ownership Services Technician","0511.00* Real Estate","52.1501 Real Estate.","C - CTE","Noncredit program",,,,,Approved
"MT. SAN ANTONIO",43670,"Consumer Affairs - Accredited Financial Counselor","1301.10* Consumer Services","19.0403 Consumer Services and Advocacy.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-14,18.00-18.00/18.00-18.00,,Active
"MT. SAN ANTONIO",43714,"Consumer Affairs","1301.10* Consumer Services","19.0403 Consumer Services and Advocacy.","C - CTE","A.S. Degree",,2024-01-05,,18.00-18.00/18.00-18.00,Active
FOOTHILL,43676,"Web Applications Development","0707.10* Computer Programming","11.0205 Computer Programming, Specific Platforms.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-15,27.00-27.00/27.00-27.00,,Active
FOOTHILL,43690,"Advanced Web Applications Development","0707.10* Computer Programming","11.0205 Computer Programming, Specific Platforms.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2023-12-21,48.50-48.50/48.50-48.50,,Active
"MT. SAN ANTONIO",43751,"Criminal Justice","2105.00* Administration of Justice","43.0107 Criminal Justice/Police Science.","C - CTE","Noncredit program",,2024-01-22,,,Active
"MT. SAN ANTONIO",43747,"ESL - Literacy Level","4930.87 English as a Second Language - Integrated","32.0109 Second Language Learning.","O - Local","Noncredit program",,,,,Approved
"MT. SAN ANTONIO",43752,"Law Enforcement","2105.00* Administration of Justice","43.0107 Criminal Justice/Police Science.","C - CTE","Noncredit program",,2024-01-22,,,Active
"MT. SAN ANTONIO",43754,"Registered Behavior Technician","2104.00* Human Services","44.0000 Public Administration And Social Service Professions.","C - CTE","Noncredit program",,,,,Approved
"MT. SAN ANTONIO",43777,"Digital Media Specialist","0514.00* Office Technology/Office Computer Applications","52.0401 Administrative Assistant and Secretarial Science, General.","C - CTE","Noncredit program",,,,,Active
"MT. SAN ANTONIO",43753,"Manufacturing Foundation","0956.00* Manufacturing and Industrial Technology","15.0613 Manufacturing Engineering Technology/Technician.","C - CTE","Noncredit program",,2024-01-22,,,Active
CANYONS,43730,"Fundamental Teaching Skills for Higher Education","0899.00* Other Education","13.9999 Education, Other.","C - CTE","Noncredit program",,2024-01-12,,,Active
CANYONS,43731,"Model Making for Architecture and Interior Design","0299.00* Other Architecture and Environmental Design","04.9999 Architecture and Related Services, Other.","C - CTE","Noncredit program",,2024-01-12,,,Active
FOOTHILL,43688,"Educational Immersive Media","0860.00* Educational Technology","13.0501 Educational/Instructional Technology.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-21,18.00-18.00/18.00-18.00,,Active
"AMERICAN RIVER",43606,"Guided Pathways Milestone for Multilingual Speakers: Pathway to Health Sciences","4930.87 English as a Second Language - Integrated","16.1701 English as a Second Language.","O - Local","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-11-17,20.00-20.00/20.00-20.00,,Active
DESERT,43624,"BIW I: Office Support & Technologies","0514.00* Office Technology/Office Computer Applications","52.0401 Administrative Assistant and Secretarial Science, General.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,,12.00-12.00/12.00-12.00,,Approved
FULLERTON,43687,"Supply Chain Management","0510.00* Logistics and Materials Transportation","52.0203 Logistics, Materials, and Supply Chain Management.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-21,18.00-18.00/21.00-21.00,,Active
"SAN DIEGO MIRAMAR",43654,"Communication Studies 2.0","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","T - Transfer","A.A- T Degree","ADT Degree",2023-12-06,,18.00-18.00/18.00-18.00,Active
"COALINGA COLLEGE",43683,"Entry Level Diesel Mechanic","0947.00* Diesel Technology","47.0605 Diesel Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-20,9.00-9.00/9.00-9.00,,Active
DESERT,43625,"BIW III: Remote Office Support & Technologies","0514.00* Office Technology/Office Computer Applications","52.0401 Administrative Assistant and Secretarial Science, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,20.00-20.00/20.00-20.00,,Approved
DESERT,43626,"BIW II: Office Support and Technologies","0514.00* Office Technology/Office Computer Applications","52.0401 Administrative Assistant and Secretarial Science, General.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,,15.00-15.00/15.00-15.00,,Approved
DESERT,43627,"BIW IV: Legal Office Specialist","0514.00* Office Technology/Office Computer Applications","99.9999 Unknown","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,21.00-21.00/21.00-21.00,,Approved
Madera,43705,"Pest Control Advisor","0103.10* Agricultural Pest Control Adviser and Operator (Licensed)","01.1105 Plant Protection and Integrated Pest Management.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2024-01-04,42.00-42.00/44.00-44.00,,Active
"MT. SAN ANTONIO",43715,"Child and Adolescent Development","1305.10* Child and Adolescent Development","19.0706 Child Development.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/20.00-20.00,Active
CHABOT,43852,"Plumbing Technology","0952.30* Plumbing, Pipefitting and Steamfitting","46.0503 Plumbing Technology/Plumber.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-02-22,27.00-27.00/27.00-27.00,,Active
BAKERSFIELD,43877,"Communication Studies 2.0","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/18.00-18.00,Active
"COALINGA COLLEGE",43680,"Equipment Technician","0947.00* Diesel Technology","47.0605 Diesel Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-19,18.00-18.00/18.00-18.00,,Active
BAKERSFIELD,43602,"Civil Engineering Technology","0901.00 Engineering, General (requires Calculus) (Transfer)","14.0101 Engineering, General.","O - Local","A.S. Degree",,,,40.50-40.50/41.50-41.50,Active
LANEY,43685,"Joyful Movement Life Skills: Comprehensive Apparatus Training","1008.10* Commercial Dance","50.0399 Dance, Other.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-20,8.00-8.00/8.00-8.00,,Active
"ALLAN HANCOCK",43770,"Agricultural Science","0101.00* Agriculture Technology and Sciences, General","01.0000 Agriculture, Agriculture Operations, And Related Sciences.","C - CTE","A.S. Degree",,2024-01-25,,21.00-21.00/21.00-21.00,Active
"ALLAN HANCOCK",43740,"Apparel Construction 1","1303.00* Fashion","19.0901 Apparel and Textiles, General.","C - CTE","Noncredit program",,,,,Review
"SAN BERNARDINO",44013,"Fitness Specialist","0835.20* Fitness Trainer","31.0507 Physical Fitness Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-04-23,16.00-16.00/16.00-16.00,,Active
"ALLAN HANCOCK",43739,"Apparel Construction 2","1303.00* Fashion","19.0901 Apparel and Textiles, General.","C - CTE","Noncredit program",,,,,Review
"ALLAN HANCOCK",43741,"Certified Registered Central Service Technician","1209.00* Hospital Central Service Technician","51.0799 Health and Medical Administrative Services, Other.","C - CTE","Noncredit program",,2024-01-16,,,Active
"ALLAN HANCOCK",44124,"Formal-wear Specialist","1303.00* Fashion","19.0901 Apparel and Textiles, General.","C - CTE","Noncredit program",,,,,Review
MERCED,44165,"Agriculture Systems – Agriculture Foundation","0101.00* Agriculture Technology and Sciences, General","01.0000 Agriculture, Agriculture Operations, And Related Sciences.","C - CTE","Noncredit program",,2024-05-21,,,Active
"MIRA COSTA",43720,"Artificial Intelligence","0701.00* Information Technology, General","11.0199 Computer and Information Sciences,  Other.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-01-08,25.00-25.00/25.00-25.00,,Active
"MIRA COSTA",43613,"Global Health","2202.00 Anthropology","45.0201 Anthropology, General.","O - Local","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-11-17,13.00-13.00/14.00-14.00,,Active
"MIRA COSTA",43788,Geography,"2206.00 Geography","45.0701 Geography.","T - Transfer","A.A- T Degree","ADT Degree",,,20.00-20.00/22.00-22.00,Active
DESERT,43640,"Applications and Information Systems","0514.00* Office Technology/Office Computer Applications","52.0401 Administrative Assistant and Secretarial Science, General.","C - CTE","A.S. Degree",,,,37.00-37.00/37.00-37.00,Approved
"WEST L.A.",43694,"Orthodontic Dental Assistant","1240.10* Dental Assistant","51.0601 Dental Assisting/Assistant.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-22,16.00-16.00/16.00-16.00,,Active
REEDLEY,43744,"Agriculture Foundations","0199.00* Other Agriculture and Natural Resources","01.9999 Agricultural/Animal/Plant/Veterinary Science and Related Fields, Other.","C - CTE","Noncredit program",,2024-01-17,,,Active
"MIRA COSTA",43719,"Artificial Intelligence","0701.00* Information Technology, General","11.0199 Computer and Information Sciences,  Other.","C - CTE","A.S. Degree",,2024-01-08,,25.00-25.00/25.00-25.00,Active
"ALLAN HANCOCK",43899,"Substance Abuse and Treatment Studies","2104.00* Human Services","44.0000 Public Administration And Social Service Professions.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-03-19,21.00-21.00/21.00-21.00,,Active
"ALLAN HANCOCK",43911,"Substance Abuse and Treatment Studies","2104.00* Human Services","44.0000 Public Administration And Social Service Professions.","C - CTE","A.S. Degree",,2024-03-22,,39.00-39.00/39.00-39.00,Active
CYPRESS,43696,"Mechatronics and Automation Components","0956.00* Manufacturing and Industrial Technology","15.0407 Mechatronics, Robotics, and Automation Engineering Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2023-12-27,16.00-16.00/16.00-16.00,,Active
CYPRESS,43723,"Mechatronics and Automation Fundamentals","0956.00* Manufacturing and Industrial Technology","15.0407 Mechatronics, Robotics, and Automation Engineering Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,16.00-16.00/16.00-16.00,,Active
COASTLINE,44223,"Law, Public Policy, and Society","1401.00 Law, General","22.0000 Legal Studies.","T - Transfer","A.A- T Degree",,2024-05-31,,32.00-32.00/32.00-32.00,Active
"RIVERSIDE CITY",43695,"Social Justice Studies: Asian American Studies","2201.90 Social Justice: Asian American Studies","05.0206 Asian American Studies.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/19.00-19.00,Active
"RIVERSIDE CITY",43897,"Social Justice: African American Studies","2201.80 Social Justice: African American Studies","05.0201 African American/Black Studies.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/19.00-19.00,Active
"RIVERSIDE CITY",44363,"Social Justice Studies: Chicano Studies","2201.60 Social Justice: Chicano Studies","05.0203 Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/19.00-19.00,Active
"RIVERSIDE CITY",44155,"Social Justice Studies: Ethnic Studies","2201.50 Social Justice: Ethnic Studies","05.0200 Ethnic Studies.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/19.00-19.00,Active
"RIVERSIDE CITY",43896,"Social Justice: LGBTQ Studies","2201.40 Social Justice: LGBTQ Studies","05.0208 Gay/Lesbian Studies.","T - Transfer","A.A- T Degree","ADT Degree",,,18.00-18.00/19.00-19.00,Active
COASTLINE,43976,"Computer Information Systems","0702.00* Computer Information Systems","11.0501 Computer Systems Analysis/Analyst.","C - CTE","A.S. Degree",,,,27.00-27.00/27.00-27.00,Approved
"ALLAN HANCOCK",43814,"Alterations Specialist","1303.00* Fashion","19.0901 Apparel and Textiles, General.","C - CTE","Noncredit program",,,,,Review
COLUMBIA,43629,"English Language Proficiency","4930.87 English as a Second Language - Integrated","16.1701 English as a Second Language.","O - Local","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,16.00-16.00/16.00-16.00,,Active
CERRITOS,44153,"Dental Hygiene","1240.20* Dental Hygienist","51.0602 Dental Hygiene/Hygienist.","C - CTE","Baccalaureate of Science (B.S.) Degree.",,,,66.00-66.00/66.00-66.00,Active
"LAS POSITAS",43734,"Career Exploration and Preparation","4930.10 Career Guidance and Orientation","32.0107 Career Exploration/Awareness Skills.","C - CTE","Noncredit program",,2024-01-12,,,Active
"LAS POSITAS",43735,"ESL College Speaking and Listening Fluency Pathway","4930.86 English as a Second Language - Listening and Speaking","32.0109 Second Language Learning.","O - Local","Noncredit program",,,,,Approved
CERRITOS,44491,"Law, Public Policy, and Society","1401.00 Law, General","22.0000 Legal Studies.","T - Transfer","A.A- T Degree","ADT Degree",2024-08-16,,32.00-32.00/35.00-35.00,Active
"LAS POSITAS",43835,"ESL Pre-College Speaking and Listening Fluency Pathway","4930.86 English as a Second Language - Listening and Speaking","32.0109 Second Language Learning.","O - Local","Noncredit program",,2024-02-15,,,Active
FULLERTON,43698,"Cosmetology (1000 hours)","3007.00* Cosmetology and Barbering","12.0401 Cosmetology/Cosmetologist, General.","C - CTE","A.S. Degree",,2024-01-03,,40.00-40.00/40.00-40.00,Active
"SAN DIEGO MESA",43742,"Communication Studies 2.0","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","T - Transfer","A.A- T Degree",,2024-01-17,,18.00-18.00/18.00-18.00,Active
FULLERTON,43699,"Cosmetology (1000 hours)","3007.00* Cosmetology and Barbering","12.0401 Cosmetology/Cosmetologist, General.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2024-01-03,40.00-40.00/40.00-40.00,,Active
FULLERTON,43874,"Cloud Computing and Security Skills","0708.00* Computer Infrastructure and Support","11.0902 Cloud Computing.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2024-03-05,12.00-12.00/12.00-12.00,,Active
"ALLAN HANCOCK",43912,"Fashion Merchandising","1303.20* Fashion Merchandising","52.1902 Fashion Merchandising.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,19.00-19.00/19.00-19.00,,Approved
"ALLAN HANCOCK",43913,"Architectural Technology","0201.00* Architecture and Architectural Technology","04.0901 Architectural Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-03-22,23.00-23.00/23.00-23.00,,Active
"ALLAN HANCOCK",43636,"Communication Skills for Public Service Professionals","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","O - Local","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-01,9.00-9.00/9.00-9.00,,Active
"ALLAN HANCOCK",43637,"Communication Skills for the Business Professional","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","O - Local","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-01,9.00-9.00/9.00-9.00,,Active
"ALLAN HANCOCK",43638,"Communication Skills for the Professional Speaker","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","O - Local","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-01,9.00-9.00/9.00-9.00,,Active
COMPTON,43718,"Communication Studies 2.0","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","T - Transfer","A.A- T Degree","ADT Degree",2024-01-08,,18.00-18.00/18.00-18.00,Active
COMPTON,43856,"High School Social Sciences","4930.62 Secondary Education (Grades 9-12) and G.E.D.","53.0201 High School Equivalence Certificate Program.","O - Local","Noncredit program",,2024-02-26,,,Active
COMPTON,43857,"High School Spanish","4930.62 Secondary Education (Grades 9-12) and G.E.D.","53.0201 High School Equivalence Certificate Program.","O - Local","Noncredit program",,2024-02-26,,,Active
"SANTA BARBARA CITY",43772,"Vocational ESL Landscaping and Gardening","4930.87 English as a Second Language - Integrated","16.1701 English as a Second Language.","O - Local","Noncredit program",,2024-01-25,,,Active
"L.A. VALLEY",43774,"Communication Studies 2.0","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","T - Transfer","A.A- T Degree","ADT Degree",2024-01-26,,18.00-19.00/18.00-19.00,Active
PORTERVILLE,43784,"Hospitality Management","1307.00* Hospitality Management","52.0901 Hospitality Administration/Management, General.","T - Transfer","A.S. T Degree","ADT Degree",2024-01-31,,18.00-18.00/19.00-19.00,Active
"L.A. MISSION",44073,"Cell and Gene Therapy","0430.00* Biotechnology and Biomedical Technology","15.0401 Biomedical Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-05-02,16.00-16.00/16.00-16.00,,Active
"L.A. MISSION",44267,"Medical Assistant Training","1208.10* Clinical Medical Assisting","51.0801 Medical/Clinical Assistant.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-06-18,17.00-17.00/17.00-17.00,,Active
"L.A. MISSION",43929,"ESL Pathway to Biotechnology Careers","4930.87 English as a Second Language - Integrated","32.0108 Developmental/Remedial English.","O - Local","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-04-04,24.00-24.00/25.00-25.00,,Active
CABRILLO,43652,"Intercollegiate Athletics","0835.50 Intercollegiate Athletics","31.0501 Sports, Kinesiology, and Physical Education/Fitness, General.","O - Local","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,16.00-16.00/16.00-16.00,,Active
CABRILLO,43750,"Marine Science","1920.00* Ocean Technology","30.3201 Marine Sciences.","O - Local","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-01-22,16.00-16.00/16.00-16.00,,Active
LANEY,43886,"Joyful Movement Life Skills: Mat Training","1008.10* Commercial Dance","50.0399 Dance, Other.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-03-11,18.00-18.00/19.00-19.00,,Active
LANEY,43831,"Joyful Movement Life Skills: Reformer Training","1008.10* Commercial Dance","50.0399 Dance, Other.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2024-02-14,10.50-10.50/10.50-10.50,,Active
LANEY,43733,"World Folkloric Dance Teaching Preparation and Performance","1008.10* Commercial Dance","50.0399 Dance, Other.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2024-01-12,20.00-20.00/20.00-20.00,,Active
"SANTA MONICA",43655,"Applied Music","1004.00 Music","50.0901 Music, General.","O - Local","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2023-12-06,12.00-12.00/12.00-12.00,,Active
"SANTA MONICA",43767,Barbering,"3007.00* Cosmetology and Barbering","12.0402 Barbering/Barber.","C - CTE","A.S. Degree",,,,26.50-26.50/26.50-26.50,Active
"SANTA MONICA",43765,Barbering,"3007.00* Cosmetology and Barbering","12.0402 Barbering/Barber.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,26.50-26.50/26.50-26.50,,Active
